,euclidean_distance,hdf5_idx
4049,375.25,8736
4050,375.25,10353
4051,375.25,10535
4052,375.24,2218
4053,375.23,5008
4054,375.23,12323
4055,375.22,9285
4056,375.21,15157
4057,375.21,15789
4058,375.2,10168
4059,375.2,10925
4060,375.2,12329
4061,375.2,17178
4062,375.19,793
4063,375.19,2344
4064,375.19,3508
4065,375.19,8741
4066,375.18,1386
4067,375.18,7065
4068,375.18,11869
4069,375.18,13625
4070,375.17,8911
4071,375.16,6215
4072,375.16,10189
4073,375.16,11334
4074,375.15,13923
4075,375.14,14294
4076,375.13,3798
4077,375.13,8579
4078,375.13,10883
4079,375.13,16874
4080,375.12,1513
4081,375.12,18920
4082,375.11,11812
4083,375.1,3729
4084,375.09,2950
4085,375.07,2855
4086,375.07,12842
4087,375.07,17825
4088,375.06,2954
4089,375.06,4500
4090,375.05,854
4091,375.04,5238
4092,375.04,5457
4093,375.04,8758
4094,375.04,10814
4095,375.04,15448
4096,375.04,17717
4097,375.03,8948
4098,375.02,3373
4099,375.02,16807
4100,375.01,1863
4101,375.01,13266
4102,375.0,170
4103,375.0,1144
4104,374.99,7830
4105,374.99,8725
4106,374.98,469
4107,374.98,2576
4108,374.98,15270
4109,374.98,15548
4110,374.97,6625
4111,374.96,7358
4112,374.96,7792
4113,374.96,12151
4114,374.96,13745
4115,374.95,3469
4116,374.95,13045
4117,374.94,7069
4118,374.94,16631
4119,374.93,13902
4120,374.92,3557
4121,374.91,6149
4122,374.91,16307
4123,374.89,8605
4124,374.89,12280
4125,374.89,15218
4126,374.88,8756
4127,374.88,11528
4128,374.88,18811
4129,374.85,9128
4130,374.84,10732
4131,374.84,11219
4132,374.83,2065
4133,374.83,7543
4134,374.82,3588
4135,374.82,8162
4136,374.82,13173
4137,374.82,15361
4138,374.81,10955
4139,374.8,268
4140,374.8,382
4141,374.79,16969
4142,374.78,6723
4143,374.78,9852
4144,374.78,11525
4145,374.78,14156
4146,374.78,17366
4147,374.77,7567
4148,374.77,7582
4149,374.76,2733
4150,374.76,11067
4151,374.76,18847
4152,374.73,6776
4153,374.73,10821
4154,374.73,14291
4155,374.72,71
4156,374.72,8656
4157,374.71,11142
4158,374.71,16372
4159,374.7,6695
4160,374.7,14116
4161,374.7,15770
4162,374.69,4723
4163,374.69,6520
4164,374.69,12068
4165,374.67,1349
4166,374.67,7596
4167,374.67,8212
4168,374.66,1991
4169,374.66,5149
4170,374.63,13679
4171,374.61,4467
4172,374.61,9497
4173,374.6,3336
4174,374.6,8238
4175,374.59,1582
4176,374.59,7347
4177,374.59,8705
4178,374.59,11540
4179,374.59,17245
4180,374.58,3302
4181,374.58,4135
4182,374.58,13538
4183,374.58,15292
4184,374.57,3825
4185,374.57,15984
4186,374.56,832
4187,374.56,6093
4188,374.56,17144
4189,374.55,5009
4190,374.55,10250
4191,374.53,13121
4192,374.53,14440
4193,374.51,9863
4194,374.51,15495
4195,374.5,3257
4196,374.5,11765
4197,374.5,18561
4198,374.49,1760
4199,374.48,17788
4200,374.48,17984
4201,374.46,5914
4202,374.45,301
4203,374.45,1505
4204,374.45,11138
4205,374.44,8649
4206,374.44,16034
4207,374.44,16444
4208,374.44,18964
4209,374.42,4052
4210,374.42,5954
4211,374.42,9554
4212,374.41,462
4213,374.4,11168
4214,374.4,15744
4215,374.39,11986
4216,374.39,13301
4217,374.38,6668
4218,374.38,6959
4219,374.38,8610
4220,374.38,10939
4221,374.38,13678
4222,374.38,14895
4223,374.36,16727
4224,374.35,4326
4225,374.35,4933
4226,374.35,11078
4227,374.35,16755
4228,374.34,445
4229,374.34,7382
4230,374.34,11963
4231,374.34,18310
4232,374.33,9172
4233,374.33,11645
4234,374.32,450
4235,374.32,15054
4236,374.29,10298
4237,374.29,17605
4238,374.29,18185
4239,374.28,5487
4240,374.27,5780
4241,374.27,5822
4242,374.27,12122
4243,374.26,10020
4244,374.26,15120
4245,374.26,16737
4246,374.25,9715
4247,374.25,10173
4248,374.25,15083
4249,374.25,17662
4250,374.24,345
4251,374.24,3661
4252,374.24,14057
4253,374.23,7197
4254,374.22,1835
4255,374.22,5972
4256,374.21,7411
4257,374.21,11022
4258,374.21,11870
4259,374.21,16243
4260,374.2,8169
4261,374.19,5231
4262,374.19,5855
4263,374.19,8468
4264,374.19,16612
4265,374.19,18076
4266,374.18,13436
4267,374.17,17766
4268,374.15,1750
4269,374.15,3837
4270,374.15,11246
4271,374.15,15894
4272,374.14,3953
4273,374.14,11490
4274,374.14,14632
4275,374.13,611
4276,374.13,1629
4277,374.13,3655
4278,374.13,4300
4279,374.12,1468
4280,374.12,16583
4281,374.11,4771
4282,374.11,6578
4283,374.1,354
4284,374.1,8038
4285,374.1,8232
4286,374.1,8601
4287,374.1,10015
4288,374.1,10686
4289,374.1,14603
4290,374.1,15921
4291,374.09,13297
4292,374.08,12468
4293,374.07,7491
4294,374.07,11585
4295,374.07,18471
4296,374.06,9490
4297,374.06,9924
4298,374.06,13686
4299,374.05,1977
4300,374.05,7169
4301,374.04,13683
4302,374.03,3166
4303,374.02,8002
4304,374.02,11911
4305,374.02,13550
4306,374.0,9933
4307,374.0,15414
4308,374.0,16094
4309,373.99,12609
4310,373.98,16828
4311,373.97,7509
4312,373.97,14906
4313,373.96,5316
4314,373.95,4283
4315,373.95,9278
4316,373.95,14367
4317,373.95,17289
4318,373.95,18691
4319,373.94,697
4320,373.94,3235
4321,373.94,6661
4322,373.94,7178
4323,373.94,13922
4324,373.93,1229
4325,373.93,3123
4326,373.93,4043
4327,373.93,12027
4328,373.92,3697
4329,373.92,8237
4330,373.92,10766
4331,373.91,5549
4332,373.9,9616
4333,373.9,17048
4334,373.9,17895
4335,373.9,18074
4336,373.88,18865
4337,373.87,240
4338,373.87,3273
4339,373.87,3831
4340,373.87,7756
4341,373.87,12778
4342,373.85,4157
4343,373.85,5475
4344,373.84,141
4345,373.84,4497
4346,373.84,10804
4347,373.84,15000
4348,373.83,2928
4349,373.83,3300
4350,373.83,4189
4351,373.83,6385
4352,373.82,524
4353,373.82,2543
4354,373.82,10657
4355,373.82,16732
4356,373.81,635
4357,373.81,6049
4358,373.81,13028
4359,373.81,17821
4360,373.8,6784
4361,373.79,7631
4362,373.78,2267
4363,373.78,8785
4364,373.77,9582
4365,373.77,12818
4366,373.76,7376
4367,373.76,11766
4368,373.76,14160
4369,373.76,16685
4370,373.74,4829
4371,373.74,8919
4372,373.73,3376
4373,373.73,7227
4374,373.73,8310
4375,373.72,5468
4376,373.71,1247
4377,373.71,1994
4378,373.71,3425
4379,373.7,11964
4380,373.7,13999
4381,373.68,536
4382,373.68,5526
4383,373.68,12972
4384,373.68,14159
4385,373.67,3648
4386,373.67,3792
4387,373.67,11794
4388,373.66,1072
4389,373.66,9328
4390,373.65,9591
4391,373.64,1624
4392,373.64,2632
4393,373.64,12782
4394,373.61,416
4395,373.59,9831
4396,373.59,13690
4397,373.59,15471
4398,373.59,17693
4399,373.58,10083
4400,373.58,17882
4401,373.57,1289
4402,373.57,13492
4403,373.57,14671
4404,373.55,150
4405,373.55,1140
4406,373.55,5725
4407,373.55,17208
4408,373.54,14762
4409,373.54,15053
4410,373.54,16905
4411,373.53,1774
4412,373.53,4976
4413,373.53,7075
4414,373.53,8297
4415,373.52,3327
4416,373.51,1318
4417,373.51,8828
4418,373.51,13870
4419,373.51,14995
4420,373.51,18195
4421,373.5,4912
4422,373.5,15146
4423,373.49,10021
4424,373.49,14492
4425,373.49,18808
4426,373.48,772
4427,373.48,2998
4428,373.48,4932
4429,373.47,1595
4430,373.47,7641
4431,373.47,15186
4432,373.46,6324
4433,373.45,6218
4434,373.45,15978
4435,373.44,6999
4436,373.44,9063
4437,373.44,11721
4438,373.44,13535
4439,373.44,18453
4440,373.43,1699
4441,373.43,6173
4442,373.43,16502
4443,373.43,17065
4444,373.43,18633
4445,373.42,5209
4446,373.42,12373
4447,373.41,3732
4448,373.41,18753
4449,373.4,1718
4450,373.39,5983
4451,373.39,14985
4452,373.38,244
4453,373.38,4926
4454,373.38,10526
4455,373.38,13812
4456,373.38,15754
4457,373.37,5796
4458,373.37,6054
4459,373.36,3509
4460,373.36,3609
4461,373.36,17966
4462,373.36,18294
4463,373.35,3784
4464,373.35,11510
4465,373.35,17007
4466,373.34,13534
4467,373.33,15665
4468,373.32,2640
4469,373.32,15680
4470,373.31,191
4471,373.31,16487
4472,373.3,10664
4473,373.3,11861
4474,373.29,11118
4475,373.29,12745
4476,373.28,18033
4477,373.27,1832
4478,373.27,11339
4479,373.27,16069
4480,373.26,6076
4481,373.26,18746
4482,373.25,2921
4483,373.25,5707
4484,373.25,14319
4485,373.23,4925
4486,373.23,8385
4487,373.23,16724
4488,373.22,1334
4489,373.22,4146
4490,373.22,12831
4491,373.22,18551
4492,373.21,5441
4493,373.21,8265
4494,373.21,13067
4495,373.21,13876
4496,373.2,1920
4497,373.2,12062
4498,373.19,5341
4499,373.19,6842
4500,373.19,13386
4501,373.19,13618
4502,373.19,17547
4503,373.19,18573
4504,373.18,4312
4505,373.18,5161
4506,373.18,16913
4507,373.17,8931
4508,373.17,17875
4509,373.16,12167
4510,373.15,1158
4511,373.15,6053
4512,373.15,12400
4513,373.14,4115
4514,373.14,18225
4515,373.11,3570
4516,373.11,10831
4517,373.11,12308
4518,373.09,7304
4519,373.09,13355
4520,373.08,6025
4521,373.08,13157
4522,373.08,16460
4523,373.08,17898
4524,373.07,1964
4525,373.07,7194
4526,373.07,10426
4527,373.06,724
4528,373.06,9897
4529,373.06,12302
4530,373.06,13106
4531,373.05,7613
4532,373.05,13358
4533,373.05,13385
4534,373.04,4609
4535,373.04,7961
4536,373.04,13200
4537,373.04,18307
4538,373.03,1627
4539,373.03,3498
4540,373.03,7110
4541,373.03,8966
4542,373.02,14242
4543,373.01,14506
4544,373.0,6582
4545,373.0,9731
4546,372.99,1444
4547,372.99,13252
4548,372.99,16876
4549,372.99,18192
4550,372.99,18952
4551,372.98,1648
4552,372.98,11619
4553,372.98,16537
4554,372.97,11242
4555,372.96,7398
4556,372.96,12663
4557,372.96,18813
4558,372.95,698
4559,372.95,10299
4560,372.95,11894
4561,372.94,4624
4562,372.93,1170
4563,372.93,7681
4564,372.93,16328
4565,372.93,17151
4566,372.92,664
4567,372.92,7839
4568,372.91,12839
4569,372.91,16980
4570,372.9,4684
4571,372.9,13944
4572,372.89,3022
4573,372.89,17677
4574,372.88,4038
4575,372.88,5546
4576,372.88,17712
4577,372.87,2996
4578,372.87,4334
4579,372.87,4938
4580,372.87,12788
4581,372.86,6408
4582,372.86,10024
4583,372.86,11576
4584,372.85,15303
4585,372.84,9478
4586,372.83,271
4587,372.82,6417
4588,372.82,17231
4589,372.81,15603
4590,372.8,9009
4591,372.8,15084
4592,372.79,10756
4593,372.79,18594
4594,372.78,16714
4595,372.78,17096
4596,372.77,1302
4597,372.77,2320
4598,372.77,7213
4599,372.77,14050
4600,372.76,3908
4601,372.76,18715
4602,372.75,3098
4603,372.75,6822
4604,372.75,6973
4605,372.75,8263
4606,372.75,12536
4607,372.74,13415
4608,372.73,14298
4609,372.72,12478
4610,372.71,2840
4611,372.71,4920
4612,372.71,9100
4613,372.71,18909
4614,372.7,5173
4615,372.7,8688
4616,372.7,9609
4617,372.7,16567
4618,372.69,1313
4619,372.69,6211
4620,372.69,13557
4621,372.69,16216
4622,372.68,11132
4623,372.68,18584
4624,372.67,17073
4625,372.66,2165
4626,372.66,3168
4627,372.66,18495
4628,372.65,3614
4629,372.65,7237
4630,372.65,17533
4631,372.64,1556
4632,372.62,2064
4633,372.62,15327
4634,372.61,10875
4635,372.61,18654
4636,372.6,1838
4637,372.6,6948
4638,372.6,14219
4639,372.6,16274
4640,372.59,16455
4641,372.57,256
4642,372.57,11321
4643,372.57,13238
4644,372.56,4964
4645,372.55,3449
4646,372.55,11203
4647,372.54,2258
4648,372.54,4687
4649,372.53,10404
4650,372.53,12472
4651,372.52,5960
4652,372.52,14343
4653,372.52,16100
4654,372.51,3397
4655,372.51,6427
4656,372.5,5859
4657,372.5,7246
4658,372.5,11717
4659,372.49,2446
4660,372.49,10127
4661,372.49,12765
4662,372.49,17359
4663,372.48,2317
4664,372.48,10881
4665,372.48,14663
4666,372.48,15638
4667,372.48,15664
4668,372.47,402
4669,372.47,13607
4670,372.47,16080
4671,372.45,93
4672,372.45,682
4673,372.45,3467
4674,372.45,4145
4675,372.45,4969
4676,372.45,11301
4677,372.45,15100
4678,372.44,2572
4679,372.43,6670
4680,372.43,15854
4681,372.42,14683
4682,372.42,15118
4683,372.41,11901
4684,372.4,7516
4685,372.39,6775
4686,372.39,11309
4687,372.39,16822
4688,372.38,5588
4689,372.38,11098
4690,372.38,18057
4691,372.38,18430
4692,372.37,1735
4693,372.37,7519
4694,372.37,15235
4695,372.37,16992
4696,372.36,1777
4697,372.35,3217
4698,372.35,11830
4699,372.35,13693
4700,372.34,11270
4701,372.34,14010
4702,372.33,8982
4703,372.32,3883
4704,372.32,5671
4705,372.31,1687
4706,372.31,3975
4707,372.31,16459
4708,372.31,16598
4709,372.29,3177
4710,372.29,18882
4711,372.28,1417
4712,372.28,9714
4713,372.28,11650
4714,372.27,1736
4715,372.27,4316
4716,372.27,18169
4717,372.26,475
4718,372.26,2163
4719,372.26,2784
4720,372.25,8681
4721,372.25,9902
4722,372.25,15604
4723,372.24,9210
4724,372.24,10986
4725,372.24,14987
4726,372.23,4062
4727,372.23,4377
4728,372.22,2171
4729,372.22,3959
4730,372.22,7244
4731,372.21,9872
4732,372.21,15800
4733,372.2,6270
4734,372.2,13305
4735,372.2,15454
4736,372.19,16842
4737,372.19,17665
4738,372.18,7107
4739,372.17,761
4740,372.17,2523
4741,372.17,10627
4742,372.16,4591
4743,372.16,12807
4744,372.15,3211
4745,372.15,7325
4746,372.15,7906
4747,372.14,1114
4748,372.13,3568
4749,372.13,3840
4750,372.13,6389
4751,372.13,6814
4752,372.13,10169
4753,372.12,5029
4754,372.12,11111
4755,372.11,1510
4756,372.11,8591
4757,372.11,16888
4758,372.11,18670
4759,372.1,2934
4760,372.1,4886
4761,372.09,8718
4762,372.09,12715
4763,372.08,4836
4764,372.08,15912
4765,372.07,16369
4766,372.06,1309
4767,372.06,9142
4768,372.05,840
4769,372.05,17541
4770,372.04,15073
4771,372.04,16579
4772,372.03,1372
4773,372.03,4654
4774,372.03,7167
4775,372.03,16284
4776,372.02,7089
4777,372.02,8710
4778,372.02,13284
4779,372.02,18949
4780,372.01,9001
4781,372.01,9834
4782,372.01,13039
4783,372.0,463
4784,372.0,1622
4785,372.0,6377
4786,372.0,7239
4787,372.0,14323
4788,371.99,14675
4789,371.99,18459
4790,371.97,14993
4791,371.97,16239
4792,371.96,18807
4793,371.95,2387
4794,371.94,2977
4795,371.94,3903
4796,371.94,12392
4797,371.93,14957
4798,371.93,16565
4799,371.92,10537
4800,371.92,14629
4801,371.91,16136
4802,371.91,18489
4803,371.9,15964
4804,371.89,6159
4805,371.89,14548
4806,371.88,3158
4807,371.88,6659
4808,371.88,16539
4809,371.87,564
4810,371.85,978
4811,371.85,3088
4812,371.85,7268
4813,371.84,5922
4814,371.83,4887
4815,371.83,5159
4816,371.83,14422
4817,371.83,14785
4818,371.82,539
4819,371.82,4555
4820,371.82,6328
4821,371.82,6873
4822,371.82,7795
4823,371.82,10376
4824,371.81,1277
4825,371.81,5667
4826,371.8,5625
4827,371.8,13474
4828,371.8,16787
4829,371.78,8660
4830,371.78,11481
4831,371.78,17668
4832,371.77,1187
4833,371.77,1275
4834,371.77,11180
4835,371.77,14515
4836,371.76,4524
4837,371.76,10343
4838,371.76,17810
4839,371.75,5403
4840,371.75,9751
4841,371.75,14913
4842,371.74,2110
4843,371.74,5642
4844,371.73,5045
4845,371.73,6536
4846,371.73,11480
4847,371.72,316
4848,371.72,4710
4849,371.72,8230
4850,371.72,11816
4851,371.72,12369
4852,371.72,17569
4853,371.71,4158
4854,371.71,4330
4855,371.71,13427
4856,371.7,2083
4857,371.68,9452
4858,371.68,12876
4859,371.68,15166
4860,371.67,965
4861,371.67,8322
4862,371.66,9799
4863,371.66,16268
4864,371.65,15627
4865,371.64,15185
4866,371.63,2886
4867,371.63,12140
4868,371.62,14767
4869,371.62,17385
4870,371.61,1679
4871,371.61,18156
4872,371.6,1892
4873,371.6,2566
4874,371.59,10186
4875,371.59,12820
4876,371.59,18802
4877,371.58,2252
4878,371.58,5431
4879,371.58,17985
4880,371.57,15821
4881,371.56,5795
4882,371.56,7016
4883,371.56,7864
4884,371.56,15329
4885,371.56,15720
4886,371.55,13069
4887,371.55,17283
4888,371.54,1320
4889,371.54,10345
4890,371.54,10945
4891,371.53,17653
4892,371.52,97
4893,371.52,17060
4894,371.51,1962
4895,371.51,6614
4896,371.51,8539
4897,371.5,3930
4898,371.5,8635
4899,371.5,13507
4900,371.49,6906
4901,371.48,4803
4902,371.48,5010
4903,371.48,10365
4904,371.47,1698
4905,371.47,2069
4906,371.47,16070
4907,371.46,1492
4908,371.46,5017
4909,371.46,6412
4910,371.46,8159
4911,371.46,10887
4912,371.46,18412
4913,371.45,802
4914,371.45,6978
4915,371.45,8218
4916,371.45,14449
4917,371.45,16153
4918,371.44,2850
4919,371.43,15939
4920,371.43,17561
4921,371.42,7905
4922,371.41,369
4923,371.41,7478
4924,371.41,9240
4925,371.41,14960
4926,371.4,5520
4927,371.4,14349
4928,371.39,4064
4929,371.39,17002
4930,371.38,8435
4931,371.37,3268
4932,371.37,5980
4933,371.37,13384
4934,371.37,13685
4935,371.37,17095
4936,371.36,18
4937,371.36,15003
4938,371.35,2495
4939,371.35,5298
4940,371.35,7653
4941,371.35,11802
4942,371.34,6171
4943,371.33,9632
4944,371.33,18871
4945,371.32,7068
4946,371.32,14732
4947,371.31,3783
4948,371.31,3876
4949,371.31,8981
4950,371.31,10029
4951,371.3,8625
4952,371.3,12620
4953,371.28,11467
4954,371.28,18635
4955,371.27,11178
4956,371.26,9109
4957,371.26,9221
4958,371.26,13748
4959,371.25,11403
4960,371.25,16271
4961,371.24,815
4962,371.24,1126
4963,371.24,4353
4964,371.24,5885
4965,371.24,6679
4966,371.23,1759
4967,371.23,5314
4968,371.23,16059
4969,371.22,1266
4970,371.22,16772
4971,371.21,5083
4972,371.21,5259
4973,371.21,15831
4974,371.2,638
4975,371.2,2549
4976,371.2,10240
4977,371.2,18096
4978,371.19,5350
4979,371.19,10360
4980,371.19,10597
4981,371.19,17227
4982,371.18,1238
4983,371.18,11190
4984,371.17,10848
4985,371.17,18014
4986,371.16,3643
4987,371.16,5119
4988,371.16,11171
4989,371.15,9289
4990,371.15,11954
4991,371.14,2029
4992,371.14,2734
4993,371.14,6680
4994,371.14,12255
4995,371.14,14393
4996,371.12,2084
4997,371.11,7019
4998,371.11,7635
4999,371.11,10025
5000,371.11,12561
5001,371.11,15967
5002,371.1,3995
5003,371.1,4756
5004,371.1,11320
5005,371.1,15760
5006,371.1,16388
5007,371.09,10748
5008,371.09,13060
5009,371.09,13126
5010,371.08,13187
5011,371.08,13624
5012,371.08,13753
5013,371.08,15507
5014,371.08,15922
5015,371.07,7709
5016,371.07,10738
5017,371.07,11134
5018,371.07,12233
5019,371.06,8328
5020,371.06,18646
5021,371.04,7986
5022,371.04,14814
5023,371.03,14637
5024,371.02,6386
5025,371.02,7362
5026,371.01,16976
5027,371.01,17126
5028,371.01,18391
5029,371.0,9648
5030,371.0,9991
5031,371.0,15065
5032,371.0,15243
5033,370.99,11501
5034,370.98,2082
5035,370.98,17986
5036,370.97,758
5037,370.97,1668
5038,370.97,1996
5039,370.96,12181
5040,370.96,14114
5041,370.96,17445
5042,370.95,2701
5043,370.95,6362
5044,370.95,16319
5045,370.94,496
5046,370.94,14923
5047,370.94,18571
5048,370.93,1824
5049,370.93,6496
5050,370.92,5117
5051,370.92,15595
5052,370.9,16818
5053,370.89,1656
5054,370.89,3960
5055,370.89,7485
5056,370.89,13398
5057,370.89,17488
5058,370.88,3507
5059,370.88,3872
5060,370.88,6463
5061,370.88,12096
5062,370.88,17815
5063,370.87,2300
5064,370.87,5256
5065,370.87,10356
5066,370.87,18748
5067,370.86,2952
5068,370.86,12341
5069,370.86,13934
5070,370.85,1090
5071,370.85,5550
5072,370.85,10383
5073,370.84,12948
5074,370.83,3394
5075,370.82,1401
5076,370.82,3072
5077,370.82,5387
5078,370.82,6781
5079,370.81,6301
5080,370.81,13321
5081,370.79,2037
5082,370.79,10510
5083,370.78,13608
5084,370.78,14797
5085,370.77,8976
5086,370.76,3537
5087,370.76,9560
5088,370.76,9833
5089,370.75,3716
5090,370.73,7466
5091,370.73,9302
5092,370.73,15011
5093,370.72,4560
5094,370.72,8276
5095,370.71,16066
5096,370.7,1779
5097,370.7,6515
5098,370.7,8872
5099,370.7,12437
5100,370.7,16587
5101,370.69,1063
5102,370.69,5721
5103,370.69,16556
5104,370.69,18678
5105,370.68,343
5106,370.68,1540
5107,370.68,7733
5108,370.68,8408
5109,370.68,17446
5110,370.66,461
5111,370.66,10623
5112,370.66,13046
5113,370.66,15322
5114,370.66,16530
5115,370.66,16588
5116,370.65,11784
5117,370.65,16650
5118,370.64,3542
5119,370.64,5593
5120,370.63,11084
5121,370.63,15614
5122,370.62,12422
5123,370.62,14123
5124,370.62,14130
5125,370.62,17330
5126,370.61,599
5127,370.61,10146
5128,370.61,11744
5129,370.6,2749
5130,370.6,17081
5131,370.59,5110
5132,370.59,7846
5133,370.59,8733
5134,370.59,11939
5135,370.58,1429
5136,370.58,3222
5137,370.58,10962
5138,370.58,14039
5139,370.58,16915
5140,370.58,18436
5141,370.57,9064
5142,370.56,1115
5143,370.56,1690
5144,370.55,12091
5145,370.53,1511
5146,370.52,80
5147,370.52,1965
5148,370.52,2691
5149,370.52,14765
5150,370.51,5508
5151,370.51,9749
5152,370.51,10178
5153,370.51,10802
5154,370.5,4127
5155,370.5,13764
5156,370.49,9884
5157,370.49,17933
5158,370.48,15992
5159,370.48,17431
5160,370.47,8156
5161,370.47,9301
5162,370.47,12521
5163,370.47,13777
5164,370.47,16570
5165,370.47,17687
5166,370.46,1633
5167,370.46,1848
5168,370.46,2718
5169,370.46,6263
5170,370.44,7774
5171,370.44,12644
5172,370.44,18352
5173,370.43,257
5174,370.43,560
5175,370.43,6118
5176,370.43,9421
5177,370.43,18649
5178,370.42,7063
5179,370.42,12311
5180,370.41,4856
5181,370.41,8674
5182,370.41,15486
5183,370.4,12959
5184,370.39,902
5185,370.39,2842
5186,370.39,11772
5187,370.39,15317
5188,370.39,18263
5189,370.39,18386
5190,370.38,18851
5191,370.37,1162
5192,370.37,6805
5193,370.37,8485
5194,370.37,13528
5195,370.36,13973
5196,370.36,14941
5197,370.35,8552
5198,370.35,8969
5199,370.35,13130
5200,370.35,16414
5201,370.34,8434
5202,370.34,9656
5203,370.33,16064
5204,370.31,187
5205,370.31,9592
5206,370.31,13540
5207,370.3,771
5208,370.3,4568
5209,370.3,11817
5210,370.29,853
5211,370.28,10208
5212,370.28,12078
5213,370.27,3638
5214,370.27,9816
5215,370.27,13208
5216,370.26,1469
5217,370.26,1680
5218,370.26,10937
5219,370.26,16091
5220,370.25,4239
5221,370.25,6934
5222,370.24,3516
5223,370.24,4418
5224,370.24,7383
5225,370.24,11415
5226,370.24,13351
5227,370.24,16063
5228,370.24,16738
5229,370.24,18130
5230,370.23,8436
5231,370.22,2678
5232,370.22,10444
5233,370.22,14146
5234,370.21,7893
5235,370.21,9261
5236,370.21,18312
5237,370.2,1415
5238,370.2,7198
5239,370.2,10031
5240,370.2,13490
5241,370.2,13752
5242,370.2,15671
5243,370.2,17594
5244,370.19,11791
5245,370.19,14893
5246,370.19,17822
5247,370.19,18012
5248,370.17,5014
5249,370.17,8075
5250,370.17,12614
5251,370.16,8995
5252,370.16,13805
5253,370.15,12756
5254,370.14,9005
5255,370.14,13225
5256,370.14,13882
5257,370.14,16713
5258,370.13,1482
5259,370.13,3856
5260,370.13,8557
5261,370.13,14094
5262,370.12,14241
5263,370.11,633
5264,370.1,3806
5265,370.09,9458
5266,370.08,222
5267,370.08,1655
5268,370.08,2668
5269,370.08,10077
5270,370.07,4998
5271,370.07,11139
5272,370.07,11943
5273,370.07,16306
5274,370.07,17032
5275,370.06,7649
5276,370.06,11646
5277,370.06,13158
5278,370.04,7081
5279,370.04,7965
5280,370.04,8938
5281,370.03,1329
5282,370.03,7715
5283,370.03,14280
5284,370.03,16871
5285,370.02,8015
5286,370.02,9699
5287,370.02,14026
5288,370.01,6926
5289,370.01,7781
5290,370.01,8648
5291,370.01,17974
5292,370.0,4546
5293,369.99,4789
5294,369.99,15882
5295,369.99,18288
5296,369.98,3987
5297,369.98,4601
5298,369.98,6446
5299,369.98,6612
5300,369.97,13280
5301,369.97,17979
5302,369.96,6115
5303,369.96,13422
5304,369.95,4959
5305,369.95,15355
5306,369.94,576
5307,369.94,11653
5308,369.94,16621
5309,369.94,18385
5310,369.93,3491
5311,369.93,3932
5312,369.93,16279
5313,369.93,18018
5314,369.92,858
5315,369.92,2916
5316,369.92,14924
5317,369.91,5476
5318,369.91,11446
5319,369.91,15991
5320,369.91,18129
5321,369.9,4921
5322,369.9,5654
5323,369.89,85
5324,369.89,3110
5325,369.89,11390
5326,369.89,18060
5327,369.88,12812
5328,369.87,6982
5329,369.86,1985
5330,369.85,9144
5331,369.85,11957
5332,369.84,1021
5333,369.84,6827
5334,369.84,13244
5335,369.83,8908
5336,369.83,9631
5337,369.83,18396
5338,369.82,17056
5339,369.82,17090
5340,369.81,3323
5341,369.81,17383
5342,369.81,18839
5343,369.8,3400
5344,369.8,7767
5345,369.8,17201
5346,369.79,7842
5347,369.79,9899
5348,369.79,18081
5349,369.78,643
5350,369.78,6977
5351,369.78,6992
5352,369.78,8176
5353,369.77,5790
5354,369.76,227
5355,369.75,1382
5356,369.75,9443
5357,369.75,10252
5358,369.75,14299
5359,369.75,16412
5360,369.74,5829
5361,369.74,14167
5362,369.73,7010
5363,369.73,16361
5364,369.72,62
5365,369.72,4009
5366,369.72,5516
5367,369.72,12214
5368,369.71,6123
5369,369.71,9114
5370,369.7,5407
5371,369.7,7124
5372,369.7,8611
5373,369.7,11056
5374,369.69,19
5375,369.69,4251
5376,369.69,13609
5377,369.69,14495
5378,369.68,5698
5379,369.68,6142
5380,369.68,7758
5381,369.67,7122
5382,369.67,11531
5383,369.67,16017
5384,369.66,2220
5385,369.66,3818
5386,369.66,4322
5387,369.66,4944
5388,369.64,13721
5389,369.63,8829
5390,369.62,7882
5391,369.61,2843
5392,369.61,10105
5393,369.59,1796
5394,369.59,1972
5395,369.59,8895
5396,369.59,16276
5397,369.58,3513
5398,369.56,1350
5399,369.56,10866
5400,369.56,12492
5401,369.56,15380
5402,369.55,6167
5403,369.55,6285
5404,369.55,14539
5405,369.54,8520
5406,369.54,9096
5407,369.54,14357
5408,369.53,8529
5409,369.53,11982
5410,369.53,18029
5411,369.52,318
5412,369.52,3026
5413,369.52,4532
5414,369.52,9412
5415,369.5,9810
5416,369.5,18025
5417,369.49,8723
5418,369.49,16844
5419,369.48,11488
5420,369.48,18235
5421,369.46,10494
5422,369.44,763
5423,369.44,975
5424,369.44,2011
5425,369.44,3458
5426,369.44,16997
5427,369.43,32
5428,369.43,12843
5429,369.43,17667
5430,369.41,14628
5431,369.4,4891
5432,369.4,6413
5433,369.4,10179
5434,369.4,14928
5435,369.39,3880
5436,369.39,6086
5437,369.39,10910
5438,369.39,14095
5439,369.38,7640
5440,369.37,12480
5441,369.37,16563
5442,369.36,29
5443,369.36,825
5444,369.36,5233
5445,369.36,12139
5446,369.36,12438
5447,369.36,13715
5448,369.35,5858
5449,369.35,10143
5450,369.35,11085
5451,369.35,15062
5452,369.35,17199
5453,369.34,17268
