,euclidean_distance,hdf5_idx
16156,306.91,143
16157,306.91,1121
16158,306.89,9151
16159,306.87,11852
16160,306.86,16436
16161,306.85,11978
16162,306.84,4665
16163,306.84,6267
16164,306.84,7443
16165,306.81,4930
16166,306.79,17220
16167,306.77,15353
16168,306.75,8207
16169,306.74,823
16170,306.73,3463
16171,306.73,10359
16172,306.73,16197
16173,306.72,9798
16174,306.7,17191
16175,306.68,14286
16176,306.67,15478
16177,306.66,190
16178,306.66,13961
16179,306.66,15916
16180,306.66,16272
16181,306.66,17551
16182,306.65,11299
16183,306.62,13167
16184,306.61,426
16185,306.61,10350
16186,306.59,7867
16187,306.58,7400
16188,306.58,7562
16189,306.58,17234
16190,306.57,14220
16191,306.56,2312
16192,306.56,2378
16193,306.54,1452
16194,306.53,9689
16195,306.53,16207
16196,306.53,17162
16197,306.51,10673
16198,306.5,1282
16199,306.5,6558
16200,306.5,16852
16201,306.49,6980
16202,306.49,18021
16203,306.48,6266
16204,306.48,13571
16205,306.48,17623
16206,306.46,2494
16207,306.46,5000
16208,306.46,7388
16209,306.46,8101
16210,306.46,10914
16211,306.45,6621
16212,306.44,3525
16213,306.44,10300
16214,306.44,10304
16215,306.43,1431
16216,306.43,3733
16217,306.43,18408
16218,306.4,1844
16219,306.4,5399
16220,306.38,11804
16221,306.36,11602
16222,306.33,2967
16223,306.33,13331
16224,306.33,14575
16225,306.33,16096
16226,306.33,17751
16227,306.31,15331
16228,306.29,18262
16229,306.27,11170
16230,306.27,11999
16231,306.26,9271
16232,306.26,10278
16233,306.26,14339
16234,306.24,5015
16235,306.24,5897
16236,306.22,14478
16237,306.22,14589
16238,306.19,5055
16239,306.19,7540
16240,306.16,810
16241,306.16,2575
16242,306.14,5086
16243,306.14,7552
16244,306.13,8370
16245,306.13,17390
16246,306.12,5658
16247,306.09,15873
16248,306.07,14927
16249,306.06,5884
16250,306.06,14657
16251,306.04,7885
16252,306.03,5304
16253,306.02,13140
16254,305.93,5191
16255,305.9,11988
16256,305.89,7778
16257,305.89,17206
16258,305.85,15190
16259,305.84,13136
16260,305.82,7889
16261,305.82,14325
16262,305.81,5697
16263,305.81,13056
16264,305.81,13533
16265,305.78,1889
16266,305.78,12334
16267,305.77,17036
16268,305.76,2473
16269,305.75,7711
16270,305.74,4404
16271,305.74,8345
16272,305.74,11722
16273,305.73,4854
16274,305.73,15872
16275,305.72,16135
16276,305.71,12489
16277,305.7,4001
16278,305.69,7841
16279,305.69,9123
16280,305.69,9788
16281,305.68,16312
16282,305.67,14729
16283,305.62,15748
16284,305.61,17182
16285,305.6,5995
16286,305.58,9633
16287,305.58,10213
16288,305.56,16962
16289,305.55,13381
16290,305.54,2807
16291,305.53,12626
16292,305.52,15653
16293,305.51,9681
16294,305.5,14754
16295,305.47,1014
16296,305.47,2346
16297,305.45,12383
16298,305.45,13800
16299,305.45,18714
16300,305.43,5619
16301,305.43,10754
16302,305.41,15033
16303,305.38,7160
16304,305.38,12996
16305,305.36,4995
16306,305.35,1248
16307,305.35,5675
16308,305.34,2559
16309,305.32,14653
16310,305.28,5308
16311,305.28,16964
16312,305.26,25
16313,305.23,9189
16314,305.22,16860
16315,305.21,12743
16316,305.19,4636
16317,305.17,11348
16318,305.15,17562
16319,305.13,251
16320,305.13,3415
16321,305.13,9321
16322,305.13,10749
16323,305.07,4293
16324,305.07,15363
16325,305.06,16785
16326,305.03,3389
16327,305.03,14627
16328,304.99,8569
16329,304.98,7750
16330,304.98,15205
16331,304.97,10342
16332,304.97,12224
16333,304.94,5565
16334,304.93,9116
16335,304.92,1544
16336,304.91,7144
16337,304.9,13217
16338,304.89,4645
16339,304.89,8110
16340,304.89,10171
16341,304.89,13578
16342,304.88,14646
16343,304.87,10523
16344,304.87,12390
16345,304.84,6715
16346,304.82,11419
16347,304.82,15099
16348,304.82,15633
16349,304.79,689
16350,304.75,14857
16351,304.74,84
16352,304.74,3839
16353,304.73,6979
16354,304.72,13371
16355,304.71,1527
16356,304.71,4113
16357,304.64,13098
16358,304.63,483
16359,304.62,10675
16360,304.61,9344
16361,304.6,11545
16362,304.6,17012
16363,304.59,4619
16364,304.59,15325
16365,304.56,3361
16366,304.56,7943
16367,304.56,14424
16368,304.56,15299
16369,304.53,16882
16370,304.52,5783
16371,304.52,14734
16372,304.51,3520
16373,304.5,11569
16374,304.5,12094
16375,304.5,14598
16376,304.49,3924
16377,304.48,2416
16378,304.46,10827
16379,304.46,16985
16380,304.45,5006
16381,304.45,5582
16382,304.45,13879
16383,304.44,16580
16384,304.43,17022
16385,304.42,2726
16386,304.42,9709
16387,304.41,14878
16388,304.39,7994
16389,304.36,2586
16390,304.36,3852
16391,304.36,5961
16392,304.34,13854
16393,304.34,14655
16394,304.34,16397
16395,304.3,14134
16396,304.29,5143
16397,304.28,18253
16398,304.27,7421
16399,304.26,7939
16400,304.23,12165
16401,304.22,14433
16402,304.22,16294
16403,304.21,816
16404,304.19,1236
16405,304.18,18616
16406,304.16,500
16407,304.14,3147
16408,304.13,9332
16409,304.1,11665
16410,304.09,6763
16411,304.08,14583
16412,304.08,17465
16413,304.07,7974
16414,304.07,9017
16415,304.07,12908
16416,304.06,8503
16417,304.05,16771
16418,304.03,8121
16419,304.03,10110
16420,304.02,17432
16421,304.02,18929
16422,304.01,2162
16423,303.96,4458
16424,303.92,7215
16425,303.9,8598
16426,303.87,378
16427,303.86,16592
16428,303.83,892
16429,303.83,4983
16430,303.81,12593
16431,303.8,4107
16432,303.8,10478
16433,303.74,12496
16434,303.74,16318
16435,303.73,6501
16436,303.72,7887
16437,303.72,14352
16438,303.71,4495
16439,303.71,13048
16440,303.7,3385
16441,303.69,16366
16442,303.67,1593
16443,303.67,2377
16444,303.66,1092
16445,303.65,4339
16446,303.63,15677
16447,303.59,11427
16448,303.57,713
16449,303.57,10817
16450,303.57,18140
16451,303.55,1147
16452,303.54,8857
16453,303.52,1077
16454,303.52,2673
16455,303.52,7199
16456,303.52,7926
16457,303.52,8962
16458,303.51,8607
16459,303.51,15332
16460,303.49,10904
16461,303.48,7226
16462,303.48,15162
16463,303.46,16075
16464,303.45,7129
16465,303.45,16576
16466,303.44,9800
16467,303.42,1042
16468,303.42,2958
16469,303.4,3435
16470,303.4,10543
16471,303.38,5411
16472,303.37,3746
16473,303.37,15043
16474,303.36,4423
16475,303.35,18900
16476,303.33,4703
16477,303.32,976
16478,303.32,1076
16479,303.31,12955
16480,303.3,17462
16481,303.29,6524
16482,303.28,1264
16483,303.28,3295
16484,303.28,8097
16485,303.24,10818
16486,303.24,16750
16487,303.23,15632
16488,303.2,6646
16489,303.2,12618
16490,303.19,18249
16491,303.16,8508
16492,303.16,8793
16493,303.16,18916
16494,303.14,18211
16495,303.13,18214
16496,303.11,4355
16497,303.08,3587
16498,303.06,9921
16499,303.05,6870
16500,303.04,7286
16501,303.03,1571
16502,303.03,7537
16503,303.03,12188
16504,303.02,14051
16505,303.0,4936
16506,303.0,12985
16507,302.98,2834
16508,302.97,568
16509,302.97,3817
16510,302.97,14391
16511,302.96,10051
16512,302.95,5743
16513,302.95,7557
16514,302.95,13780
16515,302.92,15431
16516,302.91,1864
16517,302.88,14037
16518,302.86,9352
16519,302.86,15085
16520,302.82,9315
16521,302.82,9670
16522,302.8,12134
16523,302.78,782
16524,302.78,9006
16525,302.76,9456
16526,302.76,17807
16527,302.75,8597
16528,302.72,14865
16529,302.7,6187
16530,302.7,8947
16531,302.69,7780
16532,302.68,3101
16533,302.68,8809
16534,302.65,750
16535,302.63,2540
16536,302.63,18627
16537,302.62,2897
16538,302.62,14075
16539,302.58,9225
16540,302.54,10832
16541,302.52,6351
16542,302.51,6129
16543,302.5,12760
16544,302.5,16418
16545,302.49,4822
16546,302.49,6726
16547,302.49,13511
16548,302.49,18497
16549,302.47,1894
16550,302.46,653
16551,302.43,6591
16552,302.43,7551
16553,302.42,15824
16554,302.41,11364
16555,302.4,9797
16556,302.4,10280
16557,302.38,7322
16558,302.37,3893
16559,302.36,488
16560,302.3,1040
16561,302.29,6836
16562,302.29,16471
16563,302.28,6186
16564,302.28,14222
16565,302.26,14261
16566,302.25,15214
16567,302.22,8109
16568,302.2,11759
16569,302.19,6741
16570,302.19,17000
16571,302.18,8129
16572,302.17,4248
16573,302.16,10540
16574,302.16,12454
16575,302.16,13484
16576,302.14,8356
16577,302.13,12888
16578,302.08,17903
16579,302.03,6152
16580,301.99,12900
16581,301.97,12511
16582,301.96,16851
16583,301.94,2538
16584,301.93,1558
16585,301.93,6311
16586,301.92,962
16587,301.9,3128
16588,301.9,12718
16589,301.89,3553
16590,301.87,14151
16591,301.86,5781
16592,301.84,13239
16593,301.83,208
16594,301.83,14658
16595,301.83,17168
16596,301.82,14434
16597,301.8,14676
16598,301.8,17834
16599,301.79,13212
16600,301.77,1623
16601,301.77,5940
16602,301.77,16636
16603,301.74,17849
16604,301.72,2804
16605,301.68,6758
16606,301.68,9603
16607,301.63,1968
16608,301.63,7216
16609,301.62,6577
16610,301.61,8443
16611,301.61,10425
16612,301.6,8418
16613,301.6,15871
16614,301.59,6346
16615,301.59,8144
16616,301.55,9954
16617,301.54,7186
16618,301.54,10583
16619,301.53,534
16620,301.52,14703
16621,301.5,2768
16622,301.5,13260
16623,301.5,14574
16624,301.49,17759
16625,301.49,18796
16626,301.48,3522
16627,301.48,4738
16628,301.48,7746
16629,301.47,11616
16630,301.47,15475
16631,301.46,2905
16632,301.46,13713
16633,301.46,17908
16634,301.44,12183
16635,301.42,1284
16636,301.42,6062
16637,301.4,1969
16638,301.4,8128
16639,301.38,9593
16640,301.37,12213
16641,301.35,10352
16642,301.35,10963
16643,301.35,13400
16644,301.32,14747
16645,301.31,10477
16646,301.27,17990
16647,301.25,1742
16648,301.25,13496
16649,301.24,3083
16650,301.24,6962
16651,301.24,17716
16652,301.21,13144
16653,301.19,10865
16654,301.19,17724
16655,301.17,4245
16656,301.17,5318
16657,301.16,5212
16658,301.15,3540
16659,301.15,18716
16660,301.13,1440
16661,301.13,7737
16662,301.12,1516
16663,301.12,4853
16664,301.1,6710
16665,301.1,16503
16666,301.08,9319
16667,301.07,17030
16668,301.06,18798
16669,301.05,3219
16670,301.05,4883
16671,301.05,6495
16672,301.04,3670
16673,301.03,18388
16674,301.01,18200
16675,301.0,16288
16676,300.98,7838
16677,300.96,4170
16678,300.96,17535
16679,300.94,275
16680,300.94,15648
16681,300.93,1392
16682,300.93,6490
16683,300.92,17142
16684,300.9,6214
16685,300.89,1100
16686,300.89,2777
16687,300.89,3227
16688,300.88,3280
16689,300.87,4301
16690,300.87,5440
16691,300.87,13509
16692,300.86,5016
16693,300.86,11004
16694,300.84,4463
16695,300.81,2133
16696,300.81,7056
16697,300.8,6005
16698,300.77,9781
16699,300.71,349
16700,300.7,558
16701,300.67,7372
16702,300.64,6803
16703,300.63,9035
16704,300.63,9164
16705,300.62,4884
16706,300.62,18405
16707,300.58,7667
16708,300.54,17137
16709,300.54,17346
16710,300.52,15538
16711,300.49,14448
16712,300.49,15558
16713,300.47,12790
16714,300.47,16746
16715,300.44,6905
16716,300.41,2360
16717,300.41,15757
16718,300.41,18732
16719,300.39,434
16720,300.39,11353
16721,300.37,2305
16722,300.34,886
16723,300.34,12046
16724,300.34,16336
16725,300.32,6964
16726,300.32,10286
16727,300.32,12017
16728,300.3,10572
16729,300.29,2150
16730,300.26,2677
16731,300.25,15187
16732,300.24,14886
16733,300.23,7585
16734,300.23,18297
16735,300.21,487
16736,300.2,13551
16737,300.19,2283
16738,300.16,2295
16739,300.16,12640
16740,300.16,18482
16741,300.14,14740
16742,300.13,9622
16743,300.1,11030
16744,300.1,11835
16745,300.07,18133
16746,300.06,377
16747,300.03,18104
16748,300.0,3348
16749,300.0,15786
16750,299.99,1974
16751,299.99,7980
16752,299.99,13002
16753,299.98,586
16754,299.98,17482
16755,299.97,6064
16756,299.97,6943
16757,299.97,17582
16758,299.96,8903
16759,299.96,15541
16760,299.95,2480
16761,299.94,10921
16762,299.93,9427
16763,299.92,16816
16764,299.91,4281
16765,299.9,2864
16766,299.9,13197
16767,299.89,6685
16768,299.85,4718
16769,299.85,6811
16770,299.82,15840
16771,299.82,16996
16772,299.81,7257
16773,299.81,9378
16774,299.78,9156
16775,299.78,11509
16776,299.77,5218
16777,299.76,12565
16778,299.73,3374
16779,299.68,1919
16780,299.68,7324
16781,299.67,17369
16782,299.66,15703
16783,299.62,16317
16784,299.61,16995
16785,299.6,2427
16786,299.6,18664
16787,299.59,3231
16788,299.56,8707
16789,299.56,12105
16790,299.56,17738
16791,299.54,18907
16792,299.52,12260
16793,299.51,5115
16794,299.51,7361
16795,299.5,6994
16796,299.5,9639
16797,299.5,11071
16798,299.47,7218
16799,299.46,10798
16800,299.45,9655
16801,299.42,6511
16802,299.4,24
16803,299.4,6734
16804,299.39,8358
16805,299.37,13908
16806,299.36,6315
16807,299.35,17905
16808,299.32,8456
16809,299.31,663
16810,299.3,6023
16811,299.3,8745
16812,299.3,9272
16813,299.29,15455
16814,299.28,4999
16815,299.26,11991
16816,299.26,17177
16817,299.23,1678
16818,299.22,15024
16819,299.2,8543
16820,299.18,9318
16821,299.17,13338
16822,299.14,691
16823,299.14,9635
16824,299.12,4965
16825,299.12,16689
16826,299.08,16073
16827,299.07,5020
16828,299.05,4329
16829,299.05,9183
16830,299.0,8985
16831,299.0,17702
16832,298.97,4003
16833,298.97,16119
16834,298.97,17294
16835,298.94,8192
16836,298.93,4774
16837,298.93,11696
16838,298.93,17015
16839,298.93,17644
16840,298.92,15321
16841,298.91,16026
16842,298.91,18163
16843,298.9,7303
16844,298.9,10428
16845,298.88,5873
16846,298.88,7386
16847,298.81,3284
16848,298.81,6484
16849,298.8,13074
16850,298.79,1912
16851,298.79,10993
16852,298.79,16062
16853,298.78,380
16854,298.78,2143
16855,298.77,14499
16856,298.74,258
16857,298.73,7495
16858,298.72,9361
16859,298.71,9228
16860,298.7,4430
16861,298.69,3710
16862,298.69,12877
16863,298.69,14395
16864,298.68,8848
16865,298.66,16696
16866,298.65,14012
16867,298.64,10328
16868,298.61,5162
16869,298.61,14772
16870,298.6,12101
16871,298.58,2547
16872,298.58,9669
16873,298.56,11194
16874,298.54,6204
16875,298.5,16435
16876,298.48,801
16877,298.48,1214
16878,298.46,5175
16879,298.44,4941
16880,298.44,18704
16881,298.44,18736
16882,298.43,10084
16883,298.4,9436
16884,298.36,6284
16885,298.35,14318
16886,298.33,9627
16887,298.3,16334
16888,298.29,14402
16889,298.28,7
16890,298.27,1390
16891,298.27,8972
16892,298.26,11114
16893,298.25,6200
16894,298.25,14932
16895,298.24,11554
16896,298.22,8018
16897,298.19,6874
16898,298.18,2824
16899,298.17,7381
16900,298.12,15472
16901,298.11,13747
16902,298.08,9513
16903,298.07,17307
16904,298.05,1191
16905,298.05,6871
16906,298.04,13964
16907,298.0,2757
16908,297.98,11903
16909,297.97,2409
16910,297.97,7814
16911,297.96,16698
16912,297.95,17631
16913,297.94,14165
16914,297.89,13257
16915,297.87,17636
16916,297.86,2104
16917,297.86,7694
16918,297.84,1641
16919,297.81,8837
16920,297.81,13763
16921,297.8,18077
16922,297.78,16884
16923,297.77,9990
16924,297.77,14869
16925,297.74,215
16926,297.73,12223
16927,297.71,1744
16928,297.71,5425
16929,297.7,17382
16930,297.69,860
16931,297.69,12530
16932,297.66,8646
16933,297.66,11258
16934,297.64,14490
16935,297.63,3223
16936,297.62,2511
16937,297.61,13093
16938,297.6,197
16939,297.59,7923
16940,297.58,330
16941,297.57,13941
16942,297.56,7121
16943,297.55,1278
16944,297.54,1790
16945,297.54,2144
16946,297.52,17510
16947,297.52,17917
16948,297.51,128
16949,297.45,18431
16950,297.44,12915
16951,297.42,4488
16952,297.38,1788
16953,297.32,12903
16954,297.31,7951
16955,297.31,13142
16956,297.31,16360
16957,297.29,1763
16958,297.29,5418
16959,297.29,11868
16960,297.28,2654
16961,297.28,4996
16962,297.26,14827
16963,297.26,18522
16964,297.24,6222
16965,297.22,4469
16966,297.22,12833
16967,297.2,5830
16968,297.2,13512
16969,297.19,1032
16970,297.18,13932
16971,297.16,6532
16972,297.13,8301
16973,297.12,11002
16974,297.1,4948
16975,297.09,12010
16976,297.08,4218
16977,297.05,3293
16978,297.04,4076
16979,297.04,6170
16980,297.03,16804
16981,297.01,15806
16982,297.0,1312
16983,297.0,3741
16984,297.0,6094
16985,297.0,11880
16986,296.98,2676
16987,296.98,3538
16988,296.98,10647
16989,296.97,8116
16990,296.96,3167
16991,296.96,9569
16992,296.96,14770
16993,296.96,16009
16994,296.94,4838
16995,296.94,14200
16996,296.92,11937
16997,296.9,13477
16998,296.89,17274
16999,296.86,13718
17000,296.85,5938
17001,296.84,15601
17002,296.8,10087
17003,296.8,12110
17004,296.79,8454
17005,296.78,17406
17006,296.77,17695
17007,296.75,13687
17008,296.74,16616
17009,296.71,12145
17010,296.7,14507
17011,296.69,2048
17012,296.67,2421
17013,296.65,16260
17014,296.64,13199
17015,296.63,8482
17016,296.62,5994
17017,296.61,7231
17018,296.6,10027
17019,296.59,6198
17020,296.58,317
17021,296.56,13483
17022,296.54,9500
17023,296.5,14664
17024,296.49,14351
17025,296.48,13044
17026,296.46,6438
17027,296.45,3845
17028,296.42,15089
17029,296.41,12032
17030,296.39,7555
17031,296.37,5293
17032,296.37,14689
17033,296.36,17202
17034,296.33,13278
17035,296.31,14965
17036,296.28,1753
17037,296.21,15460
17038,296.2,428
17039,296.17,14109
17040,296.16,2976
17041,296.16,10459
17042,296.13,6128
17043,296.09,8438
17044,296.09,14882
17045,296.07,1165
17046,296.06,18193
17047,296.05,1739
17048,296.03,106
17049,295.99,2112
17050,295.98,3573
17051,295.98,7321
17052,295.98,10432
17053,295.93,5589
17054,295.88,580
17055,295.88,1997
17056,295.88,18470
17057,295.87,16859
17058,295.86,17055
17059,295.85,15902
17060,295.84,2781
17061,295.83,13768
17062,295.81,16906
17063,295.8,5053
17064,295.77,5934
17065,295.76,7309
17066,295.75,5243
17067,295.72,16194
17068,295.71,18922
17069,295.69,14456
17070,295.68,12367
17071,295.67,4259
17072,295.65,2323
17073,295.64,11478
17074,295.63,16088
17075,295.62,18652
17076,295.59,13421
17077,295.58,7688
17078,295.58,15736
17079,295.57,12862
17080,295.57,14041
17081,295.57,18315
17082,295.56,5248
17083,295.55,9843
17084,295.54,1833
17085,295.54,12182
17086,295.5,1400
17087,295.48,4860
17088,295.48,13940
17089,295.46,5663
17090,295.46,6922
17091,295.46,16561
17092,295.45,10045
17093,295.43,5719
17094,295.43,14879
17095,295.41,1771
17096,295.4,3310
17097,295.38,7352
17098,295.38,15258
17099,295.37,7977
17100,295.37,10838
17101,295.35,14668
17102,295.34,6998
17103,295.34,17867
17104,295.29,16897
17105,295.27,4102
17106,295.27,11661
17107,295.24,16005
17108,295.23,2403
17109,295.23,12294
17110,295.22,5800
17111,295.22,18098
17112,295.19,14559
17113,295.19,15193
17114,295.18,13020
17115,295.17,6557
17116,295.17,11556
17117,295.17,14572
17118,295.14,2841
17119,295.11,9327
17120,295.1,15940
17121,295.08,18433
17122,295.03,17318
17123,294.97,17650
17124,294.95,7935
17125,294.91,10253
17126,294.9,4163
17127,294.9,11322
17128,294.87,2435
17129,294.87,11906
17130,294.86,4335
17131,294.85,3963
17132,294.84,5093
17133,294.83,1368
17134,294.82,10081
17135,294.82,14836
17136,294.81,5215
17137,294.8,4156
17138,294.79,2270
17139,294.79,2581
17140,294.79,16077
17141,294.74,1472
17142,294.73,5151
17143,294.72,16490
17144,294.71,6262
17145,294.71,14573
17146,294.68,6406
17147,294.67,6662
17148,294.66,10269
17149,294.65,8268
17150,294.64,14409
17151,294.6,11046
17152,294.59,1141
17153,294.59,16285
17154,294.58,10010
17155,294.57,12789
17156,294.56,394
17157,294.55,1708
17158,294.54,4226
17159,294.52,12720
17160,294.51,16358
17161,294.5,12404
17162,294.5,17166
17163,294.49,17121
17164,294.44,14852
17165,294.43,8422
17166,294.43,9307
17167,294.43,11300
17168,294.43,15001
17169,294.4,2025
17170,294.39,11181
17171,294.38,14083
17172,294.37,17471
17173,294.36,9871
17174,294.34,5678
17175,294.34,7287
17176,294.33,973
17177,294.32,3050
17178,294.32,11217
17179,294.31,12505
17180,294.3,6012
17181,294.28,9893
17182,294.27,16833
17183,294.26,15766
17184,294.25,3346
17185,294.24,3591
17186,294.23,6223
17187,294.23,18422
17188,294.22,16690
17189,294.22,17136
17190,294.22,17317
17191,294.19,6192
17192,294.18,2785
17193,294.15,4958
17194,294.15,5250
17195,294.15,8622
17196,294.15,12184
17197,294.14,4031
17198,294.12,15313
17199,294.11,13613
17200,294.08,4843
17201,294.07,13840
17202,294.06,9384
17203,294.05,13537
17204,294.04,4721
17205,294.01,2321
17206,294.01,8734
17207,294.0,6919
17208,294.0,13746
17209,294.0,18472
17210,293.99,620
17211,293.99,8545
17212,293.97,728
17213,293.96,4208
17214,293.96,7638
17215,293.96,17161
17216,293.94,18427
17217,293.93,16477
17218,293.91,13722
17219,293.91,18936
17220,293.9,11311
17221,293.9,17744
17222,293.83,2444
17223,293.8,472
17224,293.8,17108
17225,293.79,751
17226,293.79,13756
17227,293.74,8254
17228,293.66,18757
17229,293.65,11226
17230,293.65,11597
17231,293.62,12136
17232,293.57,8323
17233,293.57,11970
17234,293.52,11327
17235,293.49,8562
17236,293.47,18534
17237,293.45,9716
17238,293.39,15616
17239,293.39,17156
17240,293.39,18492
17241,293.38,9978
17242,293.37,1597
17243,293.37,3705
17244,293.35,2765
17245,293.35,6312
17246,293.26,3823
17247,293.26,10663
17248,293.2,6946
17249,293.19,3884
17250,293.19,11343
17251,293.15,8737
17252,293.15,10971
17253,293.13,1239
17254,293.11,909
17255,293.11,7745
17256,293.1,5722
17257,293.1,13791
17258,293.08,15364
17259,293.08,16286
17260,293.07,2142
17261,293.06,11864
17262,293.05,14508
17263,293.04,7451
17264,293.03,4742
17265,293.02,420
17266,293.02,7242
17267,293.01,9969
17268,292.99,7180
17269,292.97,15676
17270,292.96,3157
17271,292.93,1850
17272,292.93,15659
17273,292.92,2284
17274,292.89,12297
17275,292.87,3266
17276,292.87,12361
17277,292.81,18377
17278,292.8,3530
17279,292.79,15370
17280,292.77,16092
17281,292.77,18342
17282,292.72,4290
17283,292.7,9684
17284,292.66,4595
17285,292.66,18690
17286,292.63,13825
17287,292.61,14247
17288,292.59,7913
17289,292.55,12967
17290,292.54,1207
17291,292.54,17936
17292,292.53,6739
17293,292.49,8858
17294,292.44,10965
17295,292.43,9545
17296,292.41,3604
17297,292.4,18198
17298,292.36,8411
17299,292.35,18350
17300,292.34,9604
17301,292.33,6414
17302,292.33,8949
17303,292.3,8003
17304,292.3,13168
17305,292.24,4593
17306,292.22,13018
17307,292.17,16782
17308,292.17,17101
17309,292.16,12730
17310,292.14,11747
17311,292.12,10457
17312,292.1,16956
17313,292.08,10691
17314,292.08,12853
17315,292.08,16426
17316,292.07,6567
17317,292.07,16051
17318,292.06,9283
17319,292.05,2315
17320,292.05,14565
17321,292.04,15712
17322,292.03,1354
17323,292.02,14397
17324,291.96,17044
17325,291.93,308
17326,291.93,1132
17327,291.93,10132
17328,291.92,10708
17329,291.92,13410
17330,291.92,13423
17331,291.92,17900
17332,291.91,5745
17333,291.9,11887
17334,291.88,3350
17335,291.87,3411
17336,291.86,3489
17337,291.81,9818
17338,291.77,5749
17339,291.75,5070
17340,291.73,570
17341,291.71,8942
17342,291.71,10728
17343,291.68,14416
17344,291.66,3453
17345,291.65,6344
17346,291.65,8083
17347,291.6,4216
17348,291.59,12155
17349,291.57,1693
17350,291.56,14466
17351,291.56,15769
17352,291.54,12353
17353,291.51,9211
17354,291.51,17236
17355,291.49,14373
17356,291.48,16792
17357,291.45,5827
17358,291.41,7526
17359,291.4,10828
17360,291.39,8210
17361,291.39,9163
17362,291.38,18687
17363,291.36,15801
17364,291.29,8842
17365,291.24,5254
17366,291.2,732
17367,291.18,13040
17368,291.16,3063
17369,291.15,10527
17370,291.14,5394
17371,291.13,18817
17372,291.12,1628
17373,291.12,2438
17374,291.12,5956
17375,291.12,10772
17376,291.09,18784
17377,291.08,16398
17378,291.05,17836
17379,291.02,4054
17380,291.02,4375
17381,291.02,17876
17382,291.01,11162
17383,291.01,11352
17384,290.97,956
17385,290.97,4534
17386,290.92,16359
17387,290.91,12
17388,290.91,8810
17389,290.89,8223
17390,290.86,14509
17391,290.85,3352
17392,290.85,14817
17393,290.82,11113
17394,290.81,3132
17395,290.79,14810
17396,290.77,9879
17397,290.77,17814
17398,290.69,2052
17399,290.68,1210
17400,290.68,4783
17401,290.67,3041
17402,290.63,11820
17403,290.63,15785
17404,290.62,3043
17405,290.62,8703
17406,290.59,11385
17407,290.57,16623
17408,290.55,5168
17409,290.54,3595
17410,290.54,11979
17411,290.54,16756
17412,290.53,15518
17413,290.51,17423
17414,290.5,15728
17415,290.49,8399
17416,290.48,10760
17417,290.48,12828
17418,290.48,15233
17419,290.47,11026
17420,290.46,13711
17421,290.45,17727
17422,290.4,15588
17423,290.39,7589
17424,290.37,1478
17425,290.36,7462
17426,290.34,4399
17427,290.34,5692
17428,290.34,6040
17429,290.34,7182
17430,290.33,6326
17431,290.3,9618
17432,290.29,17504
17433,290.28,8376
17434,290.26,10357
17435,290.22,10564
17436,290.19,13844
17437,290.18,2311
17438,290.15,5474
17439,290.13,4487
17440,290.13,9727
17441,290.13,18419
17442,290.12,1353
17443,290.09,9351
17444,290.06,18273
17445,290.05,11573
17446,290.05,12120
17447,290.04,2509
17448,290.01,18303
17449,289.98,13566
17450,289.97,9072
17451,289.96,16233
17452,289.96,16380
17453,289.93,8400
17454,289.91,10037
17455,289.89,1942
17456,289.89,3841
17457,289.88,934
17458,289.81,18810
17459,289.79,15590
17460,289.76,2978
17461,289.73,5847
17462,289.73,11014
17463,289.73,16744
17464,289.69,6688
17465,289.69,11867
17466,289.67,3713
17467,289.67,5439
17468,289.65,17322
17469,289.64,12558
17470,289.61,6105
17471,289.59,5167
17472,289.59,14709
17473,289.57,3504
17474,289.56,4236
17475,289.54,10214
17476,289.52,566
17477,289.51,4575
17478,289.46,8289
17479,289.46,14383
17480,289.45,5655
17481,289.45,16904
17482,289.44,11647
17483,289.44,12753
17484,289.43,4672
17485,289.41,5643
17486,289.41,6878
17487,289.4,1632
17488,289.39,16481
17489,289.38,600
17490,289.36,13730
17491,289.33,11873
17492,289.31,18706
17493,289.3,9186
17494,289.27,3034
17495,289.27,14568
17496,289.23,4651
17497,289.19,7603
17498,289.18,13054
17499,289.18,15547
17500,289.17,7243
17501,289.16,9667
17502,289.14,14563
17503,289.14,15124
17504,289.14,16124
17505,289.12,5306
17506,289.11,3972
17507,289.1,4144
17508,289.1,15859
17509,289.08,16635
17510,289.06,5105
17511,289.01,7045
17512,288.98,6493
17513,288.98,10964
17514,288.98,18005
17515,288.95,17866
17516,288.83,3608
17517,288.82,4861
17518,288.78,13298
17519,288.76,12737
17520,288.76,12998
17521,288.74,15127
17522,288.73,277
17523,288.69,7925
17524,288.69,17147
17525,288.64,15690
17526,288.63,5880
17527,288.62,4677
17528,288.61,18958
17529,288.59,12784
17530,288.55,10841
17531,288.54,11660
17532,288.52,16670
17533,288.51,11227
17534,288.46,8052
17535,288.45,3078
17536,288.45,9362
17537,288.43,5290
17538,288.43,8106
17539,288.4,1286
17540,288.39,14578
17541,288.38,15718
17542,288.34,10988
17543,288.34,18700
17544,288.33,14067
17545,288.29,856
17546,288.26,6730
17547,288.26,18612
17548,288.25,540
17549,288.25,16573
17550,288.23,1493
17551,288.22,11838
17552,288.2,17072
17553,288.19,13827
17554,288.18,8928
17555,288.16,6599
17556,288.15,16244
17557,288.13,3737
17558,288.12,12838
17559,288.12,15209
17560,288.11,16582
